Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
Diego Nunes,-165.0,-205.0,-205.0,-0.079,WEC 44: Brown vs Aldo,
Diego Nunes,-435.0,-435.0,-435.0,,WEC 42: Torres vs Bowles,
Diego Nunes,-195.0,-195.0,-195.0,0.0,WEC 37: Torres vs Tapia,
Diego Nunes,,,,,Superior Challenge 19,
Simon Sk̦ld,,,,,nan,May 11th 2019
Diego Nunes,,,,,Superior Challenge 11,
Scott Smith,140.0,210.0,210.0,0.226,Strikeforce: Tate vs. Rousey,
Scott Smith,190.0,280.0,280.0,0.237,Strikeforce: Fedor vs. Henderson,
Scott Smith,295.0,305.0,305.0,0.025,Strikeforce: Henderson vs. Babalu,
Scott Smith,270.0,255.0,255.0,-0.042,Strikeforce: Fedor vs. Werdum,
Scott Smith,260.0,285.0,285.0,0.065,Strikeforce: Evolution,
Scott Smith,260.0,235.0,235.0,-0.075,Strikeforce: Shields vs Lawler,
Scott Smith,135.0,135.0,135.0,0.0,Strikeforce: Shamrock vs Diaz,
Scott Smith,-140.0,-150.0,-150.0,-0.0289999999999999,Strikeforce: Destruction,
Scott Smith,175.0,235.0,235.0,0.179,EliteXC: Unfinished Business,
Scott Smith,205.0,205.0,205.0,,EliteXC: Primetime,
Scott Smith,125.0,130.0,130.0,0.022,EliteXC: Street Certified,
Scott Smith,,,,,UFC 72: Victory,
Mike Massenzio,-115.0,-135.0,-130.0,-0.067,UFC on FOX 3: Diaz vs. Miller,
Mike Massenzio,250.0,435.0,435.0,0.346,UFC 142: Aldo vs. Mendes,
Mike Massenzio,135.0,145.0,145.0,0.0409999999999999,UFC 136: Edgar vs. Maynard 3,
Mike Massenzio,280.0,265.0,265.0,-0.0409999999999999,UFC 131: Carwin vs. Dos Santos,
Mike Massenzio,-135.0,-220.0,-220.0,-0.1969999999999999,UFC On Versus 2,
Mike Massenzio,150.0,135.0,135.0,-0.064,UFC 92: The Ultimate 2008,
Mike Massenzio,175.0,230.0,230.0,0.1669999999999999,UFC Fight Night 15: Diaz vs Neer,
Mike Massenzio,-190.0,-190.0,-190.0,,IFL: New Blood New Battles,
Mark Godbeer,180.0,220.0,230.0,0.138,UFC Fight Night 127: Werdum vs. Volkov,
Dmitriy Sosnovskiy,-260.0,-270.0,-260.0,,nan,Mar 17th 2018
Mark Godbeer,235.0,310.0,310.0,0.183,UFC 217: Bisping vs. St-Pierre,
Mark Godbeer,-150.0,-145.0,-138.0,0.022,UFC 209: Woodley vs. Thompson 2,
Mark Godbeer,115.0,113.0,130.0,0.032,UFC Fight Night 99: Mousasi vs. Hall 2,
Mark Godbeer,285.0,400.0,450.0,0.267,Bellator Fighting Championship 102: Godbeer vs. Kongo,
Mark Godbeer,,,,,BAMMA 9,
Catalin Zmarandescu,,,,,nan,Mar 24th 2012
Caio Magalhaes,-265.0,-140.0,-140.0,0.1969999999999999,PFL 7: Rama vs. Abdallah,
Caio Magalhaes,160.0,170.0,180.0,0.055,UFC 203: Miocic vs. Overeem,
Caio Magalhaes,-165.0,-120.0,-118.0,0.127,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,
Caio Magalhaes,-175.0,-290.0,-280.0,-0.163,UFC Fight Night 56: Shogun vs. St. Preux,
Caio Magalhaes,-280.0,-310.0,-295.0,-0.02,UFC on FOX 11: Werdum vs. Browne,
Caio Magalhaes,170.0,160.0,165.0,-0.027,UFC Fight Night 33: Hunt vs. Bigfoot,
Caio Magalhaes,145.0,105.0,115.0,-0.1669999999999999,UFC on FUEL TV 10: Nogueira vs. Werdum 2,
Caio Magalhaes,-105.0,115.0,120.0,0.104,UFC on FX 3: Johnson vs. McCall,
Caio Magalhaes,,,,,CES MMA 55: Wells vs. De Jesus,
Charlie Valencia,105.0,170.0,170.0,0.241,UFC 129: St-Pierre vs. Shields,
Charlie Valencia,350.0,355.0,355.0,0.011,WEC 51: Aldo vs. Gamburyan,
Charlie Valencia,-110.0,-105.0,-105.0,0.022,WEC 46: Varner vs Henderson,
Akitoshi Tamura,-120.0,-125.0,-125.0,,nan,Jan 10th 2010
Charlie Valencia,-380.0,-355.0,-355.0,0.0139999999999999,WEC 43: Cerrone vs Henderson,
Charlie Valencia,-270.0,-220.0,-220.0,0.0579999999999999,WEC 38: Varner vs Cerrone,
Seth Dikun,190.0,180.0,180.0,,nan,Jan 25th 2009
Charlie Valencia,115.0,125.0,125.0,0.044,WEC 34: Faber vs Pulver,
Charlie Valencia,-130.0,-140.0,-140.0,-0.032,WEC 32,
Charlie Valencia,,,,,XFC 11: The Next Generation,
Charlie Valencia,,,,,WEC 31: Faber vs Curran,
Jorge Santiago,120.0,115.0,115.0,-0.023,World Series of Fighting 4: Spong vs. Deanda,
Jorge Santiago,240.0,270.0,300.0,0.1169999999999999,UFC on Fuel TV 7: Barao vs. McDonald,
Jorge Santiago,-560.0,-750.0,-750.0,-0.04,Titan Fighting Championship 23: Fight For The Troops,
Jorge Santiago,-530.0,-560.0,-560.0,-0.009,Titan Fighting Championship 21,
Leonardo Pecanha,350.0,370.0,370.0,,nan,Mar 2nd 2012
Jorge Santiago,220.0,260.0,260.0,0.111,UFC 136: Edgar vs. Maynard 3,
Jorge Santiago,-120.0,130.0,130.0,0.203,UFC 130: Rampage vs. Hamill,
Jorge Santiago,-195.0,-130.0,-130.0,0.145,WVR Sengoku Raiden Championships 14,
Jorge Santiago,125.0,120.0,120.0,-0.023,WVR Sengoku Raiden Championships 12,
Jorge Santiago,-275.0,-225.0,-225.0,0.0559999999999999,WVR Sengoku: Eleventh Battle,
Jorge Santiago,-120.0,-120.0,-120.0,0.0,WVR Sengoku: No Ran,
Jorge Santiago,-360.0,-320.0,-320.0,0.026,WVR Sengoku: Sixth Battle,
Jorge Santiago,-290.0,-315.0,-315.0,-0.021,WVR Sengoku: Fifth Battle,
Jorge Santiago,-335.0,-425.0,-425.0,-0.051,WVR Sengoku: Second Battle,
Jorge Santiago,215.0,200.0,200.0,-0.05,Art Of War 3: USA vs Brazil,
Antonio Silva,325.0,420.0,420.0,0.183,Fight Nights Global 68: Pavlovich vs. Mokhnatkin,
Antonio Silva,260.0,290.0,335.0,0.128,UFC Fight Night 95: Cyborg vs. Lansberg,
Antonio Silva,150.0,180.0,185.0,0.1169999999999999,UFC Fight Night 87: Overeem vs. Arlovski,
Antonio Silva,150.0,235.0,245.0,0.265,UFC 193: Rousey vs. Holm,
Antonio Silva,170.0,155.0,160.0,-0.047,UFC 190: Rousey vs. Correia,
Antonio Silva,-185.0,-165.0,-155.0,0.052,UFC Fight Night 61: Bigfoot vs. Mir,
Antonio Silva,-260.0,-450.0,-430.0,-0.128,UFC Fight Night 51: Big Foot vs. Arlovski II,
Antonio Silva,-115.0,-150.0,-145.0,-0.1159999999999999,UFC Fight Night 33: Hunt vs. Bigfoot,
Antonio Silva,400.0,500.0,570.0,0.213,UFC 160: Velasquez vs. Silva II,
Antonio Silva,250.0,355.0,390.0,0.26,UFC 156: Aldo vs. Edgar,
Antonio Silva,200.0,165.0,170.0,-0.119,UFC on FX 5: Browne vs. Bigfoot,
Antonio Silva,250.0,315.0,355.0,0.195,UFC 146: Dos Santos vs. Mir,
Antonio Silva,-165.0,-145.0,-145.0,0.049,Strikeforce Grand Prix: Barnett vs. Kharitonov,
Antonio Silva,310.0,340.0,340.0,0.068,Strikeforce: Fedor vs. Silva,
Antonio Silva,-390.0,-380.0,-380.0,0.005,Strikeforce: Henderson vs. Babalu,
Antonio Silva,135.0,155.0,155.0,0.078,Strikeforce St. Louis: Heavy Artillery,
Antonio Silva,145.0,145.0,145.0,0.0,Strikeforce: Fedor vs Rogers,
Antonio Silva,-465.0,-465.0,-465.0,,WVR Sengoku: No Ran,
Antonio Silva,-535.0,-575.0,-575.0,-0.011,EliteXC: Unfinished Business,
Justin Eilers,385.0,525.0,525.0,,nan,Jul 26th 2008
Antonio Silva,-260.0,-330.0,-330.0,-0.063,EliteXC: Street Certified,
Antonio Silva,,,,,WVR Sengoku: Tenth Battle,
Antonio Silva,,,,,EliteXC: Renegade,
Jonathan Wiezorek,,,,,nan,Nov 10th 2007
Bill Algeo,-163.0,-235.0,-215.0,-0.12,UFC Fight Night,
Bill Algeo,-180.0,-320.0,-222.0,-0.145,UFC,
Bill Algeo,-139.0,-230.0,-200.0,-0.161,UFC Fight Night: Holloway vs. Allen,
Bill Algeo,-175.0,-139.0,-130.0,0.094,UFC Fight Night 222,
Bill Algeo,-160.0,100.0,115.0,0.2189999999999999,UFC Fight Night 211,
Bill Algeo,-120.0,-220.0,-200.0,-0.246,UFC on ABC: Ortega vs. Rodriguez,
Bill Algeo,-110.0,120.0,145.0,0.163,UFC Fight Night 201,
Bill Algeo,-120.0,-145.0,-125.0,-0.05,UFC Fight Night 188: Font vs. Garbrandt,
Bill Algeo,130.0,155.0,175.0,0.139,UFC on ESPN 18: Smith vs. Clark,
Bill Algeo,185.0,210.0,240.0,0.128,UFC on ESPN+ 33: Smith vs. Rakic,
Bill Algeo,-110.0,240.0,275.0,0.4579999999999999,Dana White's Contender Series 17,
Bill Algeo,,,,,CFFC 83: Jasudavicius vs. Reed,
Parker Porter,100.0,120.0,136.0,0.123,UFC on ESPN: Holloway vs. The Korean Zombie,
Parker Porter,148.0,-195.0,-165.0,-0.588,UFC Fight Night 225,
Braxton Smith,-173.0,140.0,155.0,,nan,May 6th 2023
Parker Porter,-105.0,-105.0,108.0,0.0289999999999999,UFC 284: Makhachev vs. Volkanovski,
Parker Porter,250.0,350.0,460.0,0.3,UFC Fight Night 2010,
Parker Porter,-200.0,-303.0,-250.0,-0.104,UFC,
Parker Porter,135.0,150.0,190.0,0.13,UFC on ESPN: Cannonier vs. Gastelum,
Parker Porter,135.0,195.0,200.0,0.211,UFC on ESPN 18: Smith vs. Clark,
Parker Porter,-165.0,-111.0,110.0,0.201,UFC 252: Miocic vs. Cormier 3,
Bobby Fish,,,,,nan,May 6th 2023
Parker Porter,,,,,CES MMA 56: Boyington vs. Dubuque,
Kevin Sears,,,,,nan,May 31st 2019
Parker Porter,,,,,CES MMA 53: Paiva vs. Gravely,
Keith Bell,,,,,nan,Nov 2nd 2018
Parker Porter,,,,,Bellator 140: Lima vs. Koreshkov,
Eric Bedard,,,,,nan,Jul 17th 2015
Parker Porter,,,,,Bellator Fighting Championship 98: Shlemenko vs. Cooper,
Parker Porter,,,,,Bellator Fighting Championship 63,
Randy Smith,,,,,nan,Mar 30th 2012
Mike Whitehead,400.0,425.0,425.0,0.048,Strikeforce: Evolution,
Mike Whitehead,-115.0,-130.0,-130.0,-0.057,Strikeforce: Shields vs Lawler,
Mike Whitehead,210.0,210.0,210.0,0.0,Affliction 1: Banned,
Luke Rockhold,150.0,180.0,180.0,0.107,Bare Knuckle Fighting Championship 41,
Luke Rockhold,220.0,260.0,310.0,0.16,UFC 278: Usman vs. Edwards 2,
Luke Rockhold,-215.0,-278.0,-235.0,-0.0559999999999999,UFC 239: Jones vs. Santos,
Luke Rockhold,150.0,-186.0,-185.0,-0.626,UFC 221: Romero vs. Rockhold,
Luke Rockhold,-400.0,-500.0,-475.0,-0.037,UFC Fight Night 116: Rockhold vs. Branch,
Luke Rockhold,120.0,130.0,141.0,0.068,UFC 194: Aldo vs. McGregor,
Luke Rockhold,-140.0,-150.0,-145.0,-0.023,UFC on FOX 15: Machida vs. Rockhold,
Luke Rockhold,-530.0,-525.0,-480.0,0.008,UFC Fight Night 55: Rockhold vs. Bisping,
Luke Rockhold,-600.0,-1050.0,-1000.0,-0.063,UFC 172: Jones vs. Teixeira,
Luke Rockhold,-1050.0,-800.0,-750.0,0.03,UFC 199: Rockhold vs. Bisping II,
Luke Rockhold,-405.0,-405.0,-400.0,0.001,UFC Fight Night 35: Rockhold vs. Philippou,
Luke Rockhold,100.0,-105.0,-105.0,-0.024,UFC on FX 8: Belfort vs. Rockhold,
Luke Rockhold,-210.0,-360.0,-320.0,-0.141,Strikeforce: Rockhold vs. Kennedy,
Luke Rockhold,-430.0,-525.0,-525.0,-0.035,Strikeforce: Rockhold vs. Jardine,
Luke Rockhold,270.0,325.0,325.0,0.129,Strikeforce Grand Prix: Barnett vs. Kharitonov,
Luke Rockhold,-185.0,-240.0,-240.0,-0.087,Strikeforce Challengers VI: Kaufman vs. Hashi,
Luke Rockhold,163.0,140.0,140.0,-0.096,Strikeforce Challengers IV: Evangelista vs Gurgel,
Luke Rockhold,-120.0,100.0,100.0,0.083,Strikeforce Challengers: Santos vs Villasenor,
Luke Rockhold,,,,,Strikeforce: Shamrock vs Diaz,
Buck Meredith,,,,,nan,Apr 11th 2009
Luke Rockhold,,,,,Strikeforce: Destruction,
Nik Theotikos,,,,,nan,Nov 21st 2008
Marcio Alexandre Junior,135.0,170.0,185.0,0.155,UFC: The Ultimate Fighter Brazil 3 Finale,
Devonte Smith,-130.0,-161.0,-142.0,-0.064,UFC Fight Night 204,
Devonte Smith,-110.0,-165.0,-150.0,-0.1689999999999999,UFC Fight Night: Santos vs. Walker,
Devonte Smith,-285.0,-370.0,-345.0,-0.055,UFC Fight Night 184: Overeem vs. Volkov,
Devonte Smith,-750.0,-1200.0,-1000.0,-0.036,UFC 241: Cormier vs. Miocic 2,
Devonte Smith,-230.0,-300.0,-270.0,-0.06,UFC 234: Adesanya vs. Silva,
Devonte Smith,-120.0,-240.0,-227.0,-0.281,UFC Fight Night 139: Korean Zombie vs. Rodriguez,
Devonte Smith,175.0,140.0,140.0,-0.146,Dana White's Contender Series 16,
Joseph Lowry,-245.0,-160.0,-160.0,,nan,Aug 7th 2018
John Alessio,170.0,200.0,205.0,0.109,Bellator 139: Kongo vs. Volkov,
John Alessio,-175.0,-230.0,-230.0,-0.095,Bellator 119: Weichel vs. Green,
John Alessio,200.0,240.0,255.0,0.138,Bellator Fighting Championship 101: Warren vs. Kirk,
John Alessio,150.0,140.0,140.0,-0.042,UFC 148: Silva vs. Sonnen 2,
John Alessio,155.0,260.0,260.0,0.292,UFC 145: Jones vs. Evans,
John Alessio,-305.0,-245.0,-245.0,0.057,Score Fighting Series 4,
John Alessio,-130.0,120.0,120.0,0.196,MFC 22: Payoff,
John Alessio,-550.0,-550.0,-550.0,,MFC 21: Hard Knocks,
Andrew Buckland,400.0,400.0,400.0,,nan,May 15th 2009
John Alessio,100.0,120.0,120.0,0.091,DREAM 8,
John Alessio,-215.0,-200.0,-200.0,0.023,MFC 19: Long Time Coming,
John Alessio,210.0,225.0,225.0,0.046,WEC 33,
John Alessio,-390.0,-370.0,-370.0,0.011,WEC 31: Faber vs Curran,
John Alessio,,,,,Superior Cage Combat 3,
John Alessio,,,,,Superior Cage Combat 2,
John Alessio,,,,,Tachi Palace Fights 7: Deck the Halls,
John Alessio,,,,,Tachi Palace Fights 5,
John Alessio,,,,,Superfights MMA: Night Of Combat 2,
John Alessio,,,,,Superfights MMA: Night Of Combat 1,
John Alessio,,,,,WEC 30,
Marcelo Brito,,,,,nan,Sep 5th 2007
Krzysztof Jotko,-500.0,-310.0,-220.0,0.138,PFL Week 1,
Will Fleury,375.0,180.0,225.0,,nan,Apr 1st 2023
Krzysztof Jotko,105.0,-125.0,-120.0,-0.131,UFC Vegas 57,
Krzysztof Jotko,105.0,-225.0,-170.0,-0.35,UFC Fight Night: Font vs. Vera,
Krzysztof Jotko,-160.0,-145.0,-116.0,0.075,UFC Fight Night: Santos vs. Walker,
Krzysztof Jotko,-110.0,-125.0,-115.0,-0.045,UFC on ESPN 8: Overeem vs. Harris,
Krzysztof Jotko,-230.0,-190.0,-165.0,0.083,UFC 240: Holloway vs. Edgar,
Krzysztof Jotko,-130.0,-235.0,-189.0,-0.213,UFC on ESPN+ 7: Overeem vs. Oleinik,
Krzysztof Jotko,165.0,-130.0,-127.0,-0.493,UFC on FOX 29: Poirier vs. Gaethje,
Krzysztof Jotko,-230.0,-205.0,-200.0,0.039,UFC Fight Night 116: Rockhold vs. Branch,
Krzysztof Jotko,-150.0,-180.0,-170.0,-0.061,UFC 211: Miocic vs. Dos Santos 2,
Krzysztof Jotko,120.0,115.0,115.0,-0.023,UFC Fight Night 100: Bader vs. Nogueira,
Krzysztof Jotko,125.0,150.0,150.0,0.1,UFC Fight Night 89: MacDonald vs. Thompson,
Krzysztof Jotko,-135.0,-155.0,-155.0,-0.0579999999999999,UFC Fight Night 84: Silva vs. Bisping,
Krzysztof Jotko,-110.0,125.0,129.0,0.159,UFC Fight Night 76: Holohan vs. Smolka,
Krzysztof Jotko,-140.0,-147.0,-140.0,-0.012,UFC Fight Night 53: Nelson vs. Story,
Krzysztof Jotko,-140.0,-105.0,100.0,0.13,UFC Fight Night 41: Munoz vs. Mousasi,
Krzysztof Jotko,170.0,200.0,225.0,0.123,UFC on ESPN 23: Reyes vs. Prochazka,
Krzysztof Jotko,150.0,195.0,215.0,0.18,UFC Fight Night 33: Hunt vs. Bigfoot,
Krzysztof Jotko,-230.0,-230.0,-230.0,,MMA Attack 3,
Miguel Torres,180.0,235.0,245.0,0.176,Titan FC 31: Green vs. Torres,
Miguel Torres,-350.0,-350.0,-350.0,,World Series of Fighting 6: Burkman vs. Carl,
Pablo Alfonso,250.0,250.0,250.0,,nan,Oct 26th 2013
Miguel Torres,-300.0,-210.0,-210.0,0.0969999999999999,World Series of Fighting 1,
Miguel Torres,-150.0,-105.0,-105.0,0.146,UFC 145: Jones vs. Evans,
Miguel Torres,-360.0,-410.0,-410.0,-0.027,UFC 139: Shogun vs. Henderson,
Miguel Torres,-185.0,-120.0,-120.0,0.16,UFC 130: Rampage vs. Hamill,
Miguel Torres,-390.0,-320.0,-320.0,0.043,UFC 126: Silva vs. Belfort,
Miguel Torres,-440.0,-400.0,-400.0,0.018,WEC 51: Aldo vs. Gamburyan,
Miguel Torres,-270.0,-310.0,-310.0,-0.036,WEC 47: Bowles vs. Cruz,
Miguel Torres,-420.0,-335.0,-335.0,0.047,WEC 42: Torres vs Bowles,
Miguel Torres,-705.0,-850.0,-850.0,-0.022,WEC 40: Torres vs Mizugaki,
Miguel Torres,-600.0,-425.0,-425.0,0.0559999999999999,WEC 37: Torres vs Tapia,
Miguel Torres,-390.0,-570.0,-570.0,-0.069,WEC 34: Faber vs Pulver,
Miguel Torres,-185.0,120.0,120.0,0.3,WEC 32,
Miguel Torres,,,,,XFC 11: The Next Generation,
Miguel Torres,,,,,WEC 30,
Jeff Bedard,,,,,nan,Sep 5th 2007
Vicente Luque,-162.0,-148.0,-122.0,0.077,UFC,
Vicente Luque,125.0,-110.0,110.0,-0.119,UFC Fight Night 226,
Vicente Luque,-175.0,-222.0,-160.0,-0.051,UFC on ESPN: Santos vs. Hill,
Vicente Luque,-210.0,-200.0,-160.0,0.045,UFC Fight Night: UFC Fight Night 206,
Vicente Luque,-160.0,-116.0,-105.0,0.149,UFC 265: Lewis vs. Gane,
Vicente Luque,-215.0,-210.0,-185.0,0.027,UFC on ESPN+ 31: Brunson vs. Shahbazyan,
Vicente Luque,-250.0,-275.0,-250.0,-0.011,UFC 249: Ferguson vs. Gaethje,
Vicente Luque,-105.0,-111.0,100.0,0.0,UFC 244: Masvidal vs. Diaz,
Vicente Luque,-195.0,-250.0,-232.0,-0.073,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,
Vicente Luque,-515.0,-1250.0,-1100.0,-0.1009999999999999,UFC on ESPN+ 10: Dos Anjos vs. Lee,
Vicente Luque,-385.0,-470.0,-450.0,-0.034,UFC on ESPN 1: Ngannou vs. Velasquez,
Vicente Luque,-320.0,-833.0,-650.0,-0.154,UFC 229: Nurmagomedov vs. McGregor,
Vicente Luque,-265.0,-235.0,-223.0,0.0409999999999999,UFC Fight Night 129: Maia vs. Usman,
Vicente Luque,-170.0,-141.0,-130.0,0.085,UFC Fight Night 119: Machida vs. Brunson,
Vicente Luque,-175.0,-120.0,-115.0,0.149,UFC Fight Night 107: Manuwa vs. Anderson,
Vicente Luque,-105.0,-125.0,-123.0,-0.081,UFC 205: Alvarez vs. McGregor,
Vicente Luque,-475.0,-580.0,-575.0,-0.032,UFC Fight Night 95: Cyborg vs. Lansberg,
Vicente Luque,-380.0,-375.0,-335.0,0.0139999999999999,UFC Fight Night 90: Dos Anjos vs. Alvarez,
Vicente Luque,-115.0,-130.0,-125.0,-0.05,UFC on FOX 17: Dos Anjos vs. Cerrone,
Vicente Luque,-135.0,-190.0,-185.0,-0.136,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,
Vicente Luque,-240.0,-230.0,-175.0,0.054,UFC 260: Miocic vs. Ngannou 2,
Connor Matthews,110.0,-115.0,235.0,0.0279999999999999,UFC,
Connor Matthews,120.0,143.0,180.0,0.141,Contender Series,
Jair Farias,-163.0,-220.0,-186.0,,nan,Oct 18th 2023
Connor Matthews,115.0,120.0,135.0,0.053,DWCS Week 2,
Connor Matthews,-300.0,-300.0,-300.0,0.0,CES 66,
Christopher Piriz,240.0,240.0,240.0,,nan,Mar 4th 2022
Cole Escovedo,-260.0,-270.0,-270.0,-0.01,UFC On FOX 1: Velasquez vs. Dos Santos,
Cole Escovedo,140.0,200.0,200.0,0.2,UFC 135: Jones vs. Rampage,
Cole Escovedo,265.0,315.0,315.0,0.12,UFC 130: Rampage vs. Hamill,
Cole Escovedo,335.0,230.0,230.0,-0.318,DREAM 16,
Cole Escovedo,180.0,210.0,210.0,0.0969999999999999,DREAM 13,
Cole Escovedo,,,,,Tachi Palace Fights 9,
Tommy Vargas,,,,,nan,May 6th 2011
Cole Escovedo,,,,,Tachi Palace Fights 5,
Cole Escovedo,,,,,PFC 13: Validation,
David Baron,150.0,155.0,155.0,0.02,UFC 89: Bisping vs Leben,
Eric Wisely,135.0,195.0,210.0,0.2239999999999999,Bellator 119: Weichel vs. Green,
Eric Wisely,-180.0,160.0,160.0,0.402,UFC on FUEL TV 2: Gustafsson vs. Silva,
Eric Wisely,340.0,475.0,475.0,0.235,UFC on FOX 2,
Eric Wisely,240.0,210.0,210.0,-0.0969999999999999,Strikeforce Challengers 18,
Eric Wisely,,,,,Bellator 198: Fedor vs. Mir,
Morgan Sickinger,,,,,nan,Apr 28th 2018
Eric Wisely,,,,,Bellator Fighting Championship 113: Vegh vs. Newton,
Donnie Bell,,,,,nan,Mar 21st 2014
Eric Wisely,,,,,Superior Cage Combat 1,
Kyle Bradley,-140.0,220.0,220.0,0.4639999999999999,Legacy FC 32: Almeida vs. Machado,
Kyle Bradley,270.0,320.0,320.0,0.119,UFC Fight Night 20: Maynard vs Diaz,
Kyle Bradley,280.0,340.0,340.0,0.136,UFC 98: Evans vs Machida,
Kyle Bradley,450.0,475.0,475.0,0.043,UFC Fight Night 15: Diaz vs Neer,
Kyle Bradley,450.0,415.0,415.0,-0.068,UFC 81: Breaking Point,
Kyle Bradley,,,,,Bellator Fighting Championship 70,
John Harris,,,,,nan,May 25th 2012
A.J. Williams,,,,,WSOF 10: Branch vs. Taylor,
Tanner Cowan,,,,,nan,Jun 21st 2014
A.J. Williams,,,,,World Series of Fighting 9: Carl vs. Palhares,
Dustin Poirier,-200.0,-235.0,-190.0,-0.027,Future Events,
Dustin Poirier,280.0,300.0,350.0,0.11,UFC,
Dustin Poirier,-175.0,165.0,188.0,0.435,UFC 299,
Dustin Poirier,-165.0,-143.0,-130.0,0.072,UFC 269,
Dustin Poirier,120.0,-139.0,-125.0,-0.243,UFC 264: Poirier vs. McGregor 3,
Dustin Poirier,150.0,245.0,254.0,0.286,UFC 257: Poirier vs. McGregor 2,
Dustin Poirier,-165.0,-250.0,-220.0,-0.122,UFC on ESPN 12: Poirier vs. Hooker,
Dustin Poirier,205.0,315.0,350.0,0.291,UFC 242: Khabib vs. Poirier,
Dustin Poirier,170.0,180.0,190.0,0.0559999999999999,UFC 236: Holloway vs. Poirier 2,
Dustin Poirier,-145.0,-155.0,-154.0,-0.027,UFC on FOX 30: Alvarez vs. Poirier 2,
Dustin Poirier,-130.0,-125.0,-123.0,0.021,UFC on FOX 29: Poirier vs. Gaethje,
Dustin Poirier,100.0,-110.0,-110.0,-0.048,UFC Fight Night 120: Poirier vs. Pettis,
Dustin Poirier,120.0,-135.0,-130.0,-0.256,UFC 211: Miocic vs. Dos Santos 2,
Dustin Poirier,-190.0,-455.0,-450.0,-0.25,UFC 208: Holm vs. de Randamie,
Dustin Poirier,-175.0,-165.0,-157.0,0.031,UFC Fight Night 94: Johnson vs. Poirier,
Dustin Poirier,-210.0,-185.0,-180.0,0.045,UFC 199: Rockhold vs. Bisping II,
Dustin Poirier,155.0,130.0,141.0,-0.081,UFC 195: Lawler vs. Condit,
Dustin Poirier,-165.0,-255.0,-250.0,-0.151,UFC Fight Night 68: Henderson vs. Boetsch,
Dustin Poirier,-150.0,-150.0,-148.0,0.003,UFC Fight Night 63: Mendes vs. Lamas,
Dustin Poirier,130.0,215.0,240.0,0.299,UFC 178: Johnson vs. Cariaso,
Dustin Poirier,-505.0,-1270.0,-1050.0,-0.103,UFC: The Ultimate Fighter Nations Finale,
Dustin Poirier,-170.0,-255.0,-240.0,-0.132,UFC 168: Weidman vs. Silva II,
Dustin Poirier,100.0,170.0,185.0,0.281,UFC 164: Henderson vs. Pettis II,
Dustin Poirier,-145.0,-115.0,-110.0,0.104,UFC on Fuel TV 7: Barao vs. McDonald,
Dustin Poirier,-240.0,-305.0,-270.0,-0.052,UFC: The Ultimate Fighter 16 Finale,
Dustin Poirier,-350.0,-350.0,-333.0,0.005,UFC on FUEL TV 3: Korean Zombie vs. Poirier,
Dustin Poirier,-400.0,-515.0,-515.0,-0.047,UFC 143: Condit vs. Diaz,
Dustin Poirier,-325.0,-225.0,-225.0,0.095,UFC On FOX 1: Velasquez vs. Dos Santos,
Dustin Poirier,-350.0,-335.0,-335.0,0.01,UFC 131: Carwin vs. Dos Santos,
Dustin Poirier,195.0,250.0,250.0,0.157,UFC 125: Resolution,
Dustin Poirier,-125.0,-120.0,-120.0,0.018,WEC 52: Faber vs. Mizugaki,
Zack Micklewright,-105.0,100.0,100.0,,nan,Nov 11th 2010
Dustin Poirier,205.0,140.0,140.0,-0.271,WEC 50: Cruz vs. Benavidez,
Shane Del Rosario,-170.0,-250.0,-240.0,-0.128,UFC: The Ultimate Fighter 16 Finale,
Shane Del Rosario,-140.0,145.0,150.0,0.309,UFC 146: Dos Santos vs. Mir,
Shane Del Rosario,-170.0,-185.0,-185.0,-0.031,Strikeforce: Fedor vs. Silva,
Shane Del Rosario,-270.0,-330.0,-330.0,-0.052,Strikeforce Challengers 9,
Shane Del Rosario,-450.0,-425.0,-425.0,0.011,Strikeforce Challengers IV: Evangelista vs Gurgel,
Brandon Cash,330.0,320.0,320.0,,nan,Nov 6th 2009
Shane Del Rosario,,,,,ShoXC: Elite Challenger Series,
Analu Brash,,,,,nan,Mar 21st 2008
Phillipe Nover,160.0,155.0,155.0,-0.02,UFC 208: Holm vs. de Randamie,
Phillipe Nover,280.0,440.0,470.0,0.315,UFC Fight Night 95: Cyborg vs. Lansberg,
Phillipe Nover,150.0,295.0,295.0,0.367,UFC Fight Night 80: VanZant vs. Namajunas,
Phillipe Nover,150.0,130.0,135.0,-0.073,UFC Fight Night 66: Edgar vs. Faber,
Phillipe Nover,-115.0,-105.0,-105.0,0.042,Bellator Fighting Championship 59,
Phillipe Nover,100.0,-105.0,-105.0,-0.024,UFC 109: Relentless,
Phillipe Nover,-370.0,-425.0,-425.0,-0.0279999999999999,UFC 98: Evans vs Machida,
Phillipe Nover,-400.0,-360.0,-360.0,0.022,UFC: The Ultimate Fighter 8 Finale,
Phillipe Nover,,,,,Bellator Fighting Championship 95: Curran vs. Shamhalaev,
Phillipe Nover,,,,,Bellator Fighting Championship 74,
Belal Muhammad,240.0,198.0,225.0,-0.111,UFC,
